University,Program-Code,Program-Major-Name,Field-Type,First-Cap,Second-Cap,Female-Cap,Male-Cap,Description
دانشگاه آيت اله بروجردي- بروجرد,2436,رياضيات وكاربردها,,-,45,زن,مرد,
دانشگاه آيت اله بروجردي- بروجرد,2437,فيزيك,,-,45,زن,مرد,
دانشگاه آيت اله بروجردي- بروجرد,2438,مهندسي عمران,,-,45,زن,مرد,
دانشگاه آيت اله بروجردي- بروجرد,2439,مهندسي كامپيوتر,نرم افزار,-,45,زن,مرد,
دانشگاه آيت اله بروجردي- بروجرد,7184,علوم اقتصادي,اقتصادبازرگاني,-,45,زن,مرد,
دانشگاه آيت اله بروجردي- بروجرد,7185,علوم اقتصادي,اقتصادنظري,45,-,زن,مرد,
دانشگاه اراك,2440,رياضيات وكاربردها,,20,-,ـــ,مرد,
دانشگاه اراك,2441,رياضيات وكاربردها,,-,25,زن,ـــ,
دانشگاه اراك,2442,علوم كامپيوتر,,-,15,ـــ,مرد,محل تحصيل مركزآموزش عالي محلات-فاقـدخوابگاه وامكانـات رفاهي
دانشگاه اراك,2443,فيزيك,,20,-,زن,ـــ,
دانشگاه اراك,2444,فيزيك,,-,25,ـــ,مرد,
دانشگاه اراك,2445,مهندسي برق,قدرت,20,-,ـــ,مرد,
دانشگاه اراك,2446,مهندسي برق,مخابرات,-,15,زن,ـــ,
دانشگاه اراك,2447,مهندسي شيمي,,-,40,زن,ـــ,
دانشگاه اراك,2448,مهندسي صنايع,,-,15,ـــ,مرد,محل تحصيل مركزآموزش عالي محلات-فاقـدخوابگاه وامكانـات رفاهي
دانشگاه اراك,2449,مهندسي عمران,,-,40,زن,ـــ,
دانشگاه اراك,2450,مهندسي كامپيوتر,نرم افزار,-,40,ـــ,مرد,
دانشگاه اراك,2451,مهندسي كامپيوتر,نرم افزار,15,-,ـــ,مرد,محل تحصيل مركزآموزش عالي محلات-فاقـدخوابگاه وامكانـات رفاهي
دانشگاه اراك,2452,مهندسي مكانيك,,-,40,ـــ,مرد,
دانشگاه اراك,2453,مهندسي مواد,متالوژي صنعتي,-,40,ـــ,مرد,
دانشگاه اراك,2454,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,15,-,ـــ,مرد,
دانشگاه اراك,2455,مهندسي كشاورزي -اب,,30,-,15,15,
دانشگاه اراك,7186,شيمي,كاربردي,-,50,زن,ـــ,
دانشگاه اروميه,2456,رياضيات وكاربردها,,5,-,زن,مرد,
دانشگاه اروميه,2457,فيزيك,اتمي,-,5,زن,مرد,
دانشگاه اروميه,2458,فيزيك,حالت جامد,5,-,زن,مرد,
دانشگاه اروميه,2459,فيزيك,نظري,5,-,زن,مرد,
دانشگاه اروميه,2460,فيزيك,هستهاي,-,5,زن,مرد,
دانشگاه اروميه,2461,مهندسي برق,الكترونيك,5,-,زن,مرد,
دانشگاه اروميه,2462,مهندسي برق,قدرت,5,-,زن,مرد,
دانشگاه اروميه,2463,مهندسي برق,مخابرات,5,-,زن,مرد,
دانشگاه اروميه,2464,مهندسي شهرسازي,,5,-,زن,مرد,
دانشگاه اروميه,2465,مهندسي عمران,,5,-,زن,مرد,
دانشگاه اروميه,2466,مهندسي عمران,,5,-,زن,مرد,محل تحصيل آموزشكده فني خوي
دانشگاه اروميه,2467,مهندسي كامپيوتر,نرم افزار,5,-,زن,مرد,
دانشگاه اروميه,2468,مهندسي معدن,,5,-,ـــ,مرد,
دانشگاه اروميه,2469,مهندسي معدن,,5,-,ـــ,مرد,محل تحصيل مركز آموزش عالي شهيد باكري مياندواب
دانشگاه اروميه,2470,مهندسي معماري,,5,-,زن,مرد,
دانشگاه اروميه,2471,مهندسي مكانيك,,5,-,زن,مرد,
دانشگاه اروميه,2472,كاردان فني عمران,كارهاي عمومي ساختمان,5,-,زن,مرد,محل تحصيل آموزشكده فني خوي
دانشگاه اروميه,2473,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,5,-,ـــ,مرد,
دانشگاه اروميه,2474,مهندسي كشاورزي -اب,,5,-,زن,مرد,
دانشگاه اروميه,2475,كارداني معماري,,5,-,زن,مرد,محل تحصيل آموزشكده فني خوي
دانشگاه اروميه,7187,حسابداري,,5,-,زن,مرد,
دانشگاه اروميه,7188,شيمي,كاربردي,-,5,زن,مرد,
دانشگاه اروميه,7189,علوم اقتصادي,اقتصادبازرگاني,-,5,زن,مرد,
دانشگاه اروميه,7190,علوم اقتصادي,اقتصادنظري,5,-,زن,مرد,
دانشگاه اروميه,7191,مديريت بازرگاني,,5,-,زن,مرد,
دانشگاه الزهرا)س-( تهران,2476,امار وكاربردها,,-,15,زن,ـــ,
دانشگاه الزهرا)س-( تهران,2477,رياضيات وكاربردها,,20,-,زن,ـــ,
دانشگاه الزهرا)س-( تهران,2478,علوم كامپيوتر,,15,-,زن,ـــ,
دانشگاه الزهرا)س-( تهران,2479,فيزيك,,20,-,زن,ـــ,
دانشگاه الزهرا)س-( تهران,2480,مهندسي صنايع,,20,-,زن,ـــ,
ادامه دانشگاه الزهرا)س-( تهران,2481,مهندسي كامپيوتر,نرم افزار,12,-,زن,ـــ,
ادامه دانشگاه الزهرا)س-( تهران,2482,فيزيك مهندسي,,-,15,زن,ـــ,گرايش حالت جامد
ادامه دانشگاه الزهرا)س-( تهران,7192,حسابداري,,18,-,زن,ـــ,
ادامه دانشگاه الزهرا)س-( تهران,7194,علوم اقتصادي,اقتصادنظري,15,-,زن,ـــ,
ادامه دانشگاه الزهرا)س-( تهران,7195,كتابداري واطلاع رساني,,10,-,زن,ـــ,
ادامه دانشگاه الزهرا)س-( تهران,7196,مديريت بازرگاني,,15,-,زن,ـــ,
دانشگاه ايلام,2483,رياضيات وكاربردها,,14,-,7,7,
دانشگاه ايلام,2484,فيزيك,حالت جامد,14,-,7,7,
دانشگاه ايلام,2485,مهندسي برق,قدرت,10,-,3,7,
دانشگاه ايلام,2486,مهندسي شيمي,,14,-,7,7,
دانشگاه ايلام,2487,مهندسي عمران,,14,-,7,7,
دانشگاه ايلام,2488,مهندسي فناوري اطلاعات,,10,-,5,5,
دانشگاه ايلام,2489,مهندسي كامپيوتر,نرم افزار,14,-,7,7,
دانشگاه ايلام,2490,مهندسي معماري,,12,-,6,6,
دانشگاه ايلام,2491,مهندسي كشاورزي -اب,,14,-,7,7,
دانشگاه ايلام,7197,حسابداري,,14,-,7,7,
دانشگاه ايلام,7198,علوم اقتصادي,اقتصادبازرگاني,14,-,7,7,
دانشگاه ايلام,7199,مديريت بازرگاني,,14,-,7,7,
دانشگاه بناب,2492,رياضيات وكاربردها,,10,-,زن,مرد,
دانشگاه بناب,2493,مهندسي اپتيك وليزر,,10,-,زن,مرد,
دانشگاه بناب,2494,مهندسي برق,الكترونيك,10,-,زن,مرد,
دانشگاه بناب,2495,مهندسي برق,مخابرات,10,-,زن,مرد,
دانشگاه بناب,2496,مهندسي عمران,,10,-,زن,مرد,
دانشگاه بناب,2497,مهندسي كامپيوتر,نرم افزار,10,-,زن,مرد,
دانشگاه بناب,2498,مهندسي معماري,,10,-,زن,مرد,
دانشگاه بناب,2499,مهندسي مكانيك,,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2500,امار وكاربردها,,10,-,5,5,
دانشگاه بوعلي سينا همدان,2501,رياضيات وكاربردها,,10,-,5,5,
دانشگاه بوعلي سينا همدان,2502,فيزيك,اتمي,10,-,5,5,
دانشگاه بوعلي سينا همدان,2503,فيزيك,حالت جامد,10,-,5,5,
دانشگاه بوعلي سينا همدان,2504,فيزيك,هستهاي,10,-,5,5,
دانشگاه بوعلي سينا همدان,2505,مهندسي برق,الكترونيك,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2506,مهندسي برق,قدرت,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2507,مهندسي صنايع,,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2508,مهندسي صنايع,,20,-,ـــ,مرد,محل تحصيل آموزشكده فني تويسركان -فاقدخوابگاه
دانشگاه بوعلي سينا همدان,2509,مهندسي صنايع,,10,-,زن,ـــ,محل تحصيل مجتمع آموزش عالي نهاوند-فاقد خوابگاه
دانشگاه بوعلي سينا همدان,2510,مهندسي عمران,,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2511,مهندسي عمران,,20,-,ـــ,مرد,محل تحصيل آموزشكده فني كبودرآهنگ - فاقد خوابگاه
دانشگاه بوعلي سينا همدان,2512,مهندسي كامپيوتر,نرم افزار,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2513,مهندسي معماري,,10,-,5,5,
دانشگاه بوعلي سينا همدان,2514,مهندسي مكانيك,,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2515,مهندسي مواد,متالوژي صنعتي,10,-,زن,مرد,
دانشگاه بوعلي سينا همدان,2516,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,10,-,ـــ,مرد,
دانشگاه بوعلي سينا همدان,2517,مهندسي كشاورزي -اب,,10,-,5,5,
دانشگاه بوعلي سينا همدان,7200,حسابداري,,10,-,زن,ـــ,
دانشگاه بوعلي سينا همدان,7201,حسابداري,,20,-,ـــ,مرد,محل تحصيل دانشكده  مديريت وحسابداري رزن ـ فاقدخوابگاه
دانشگاه بوعلي سينا همدان,7202,شيمي,كاربردي,10,-,5,5,
دانشگاه بوعلي سينا همدان,7203,علوم اقتصادي,اقتصادبازرگاني,10,-,5,5,
دانشگاه بوعلي سينا همدان,7204,علوم اقتصادي,اقتصادنظري,10,-,5,5,
دانشگاه بيرجند,2518,امار وكاربردها,,10,-,5,5,
دانشگاه بيرجند,2519,رياضيات وكاربردها,,10,-,5,5,
دانشگاه بيرجند,2520,فيزيك,,10,-,5,5,
دانشگاه بيرجند,2521,مهندسي برق,الكترونيك,5,-,زن,مرد,
دانشگاه بيرجند,2522,مهندسي برق,قدرت,5,-,ـــ,مرد,
دانشگاه بيرجند,2523,مهندسي برق,مخابرات,5,-,زن,مرد,
دانشگاه بيرجند,2524,مهندسي عمران,,10,-,3,7,
دانشگاه بيرجند,2525,مهندسي فناوري اطلاعات,,5,-,زن,مرد,
دانشگاه بيرجند,2526,مهندسي كامپيوتر,سخت افزار,5,-,2,3,
دانشگاه بيرجند,2527,مهندسي كامپيوتر,نرم افزار,5,-,زن,مرد,
دانشگاه بيرجند,2528,مهندسي معدن,اكتشاف معدن,10,-,ـــ,مرد,
دانشگاه بيرجند,2529,مهندسي مكانيك,,10,-,4,6,
دانشگاه بيرجند,2530,كارداني تكنولوژي ابياري,,10,-,ـــ,مرد,محل تحصيل آموزشكده كشاورزي سربيشه
دانشگاه بيرجند,2531,مهندسي كشاورزي -اب,,10,-,4,6,
دانشگاه بيرجند,7205,كتابداري واطلاع رساني,,10,-,زن,مرد,
دانشگاه تبريز,2532,امار وكاربردها,,10,-,5,5,
دانشگاه تبريز,2533,رياضيات وكاربردها,,10,-,5,5,
دانشگاه تبريز,2534,رياضيات وكاربردها,,10,-,5,5,محل تحصيل شهرستان مرند)آموزشكده فني و مهندسي مرند(
دانشگاه تبريز,2535,علوم كامپيوتر,,10,-,5,5,
ادامه دانشگاه تبريز,2536,فيزيك,اتمی، حالت جامد، مولکولی,12,-,6,6,
ادامه دانشگاه تبريز,2537,فيزيك,"نظري, هستهاي",-,12,6,6,
ادامه دانشگاه تبريز,2538,مهندسي برق,الكترونيك,10,-,5,5,
ادامه دانشگاه تبريز,2539,مهندسي برق,قدرت,10,-,3,7,
ادامه دانشگاه تبريز,2540,مهندسي برق,كنترل,10,-,6,4,
ادامه دانشگاه تبريز,2541,مهندسي برق,مخابرات,10,-,5,5,
ادامه دانشگاه تبريز,2542,مهندسي شيمي,,10,-,5,5,
ادامه دانشگاه تبريز,2543,مهندسي صنايع,,12,-,5,7,
ادامه دانشگاه تبريز,2544,مهندسي عمران,,-,18,5,13,
ادامه دانشگاه تبريز,2545,مهندسي عمران,,18,-,5,13,
ادامه دانشگاه تبريز,2546,مهندسي عمران,نقشه برداري,12,-,6,6,
ادامه دانشگاه تبريز,2547,مهندسي عمران,نقشه برداري,10,-,5,5,محل تحصيل شهرستان مرند
ادامه دانشگاه تبريز,2548,مهندسي فناوري اطلاعات,,10,-,6,4,
ادامه دانشگاه تبريز,2549,مهندسي فناوري اطلاعات,,10,-,5,5,محل تحصيل شهرستان ميانه )آموزشكده فني و مهندسي-( فاقد خوابگاه
ادامه دانشگاه تبريز,2550,مهندسي كامپيوتر,سخت افزار,10,-,6,4,
ادامه دانشگاه تبريز,2551,مهندسي معماري,,10,-,5,5,
ادامه دانشگاه تبريز,2552,مهندسي مكانيك,,37,-,10,27,
ادامه دانشگاه تبريز,2553,مهندسي مكانيك,,15,-,5,10,محل تحصيل شهرستان  ميانه
ادامه دانشگاه تبريز,2554,مهندسي مواد,سراميك,10,-,4,6,
ادامه دانشگاه تبريز,2555,مهندسي مواد,متالوژي صنعتي,10,-,4,6,
ادامه دانشگاه تبريز,2556,كاردان فني عمران,ساختمان هاي بتني,10,-,2,8,محل تحصيل شهرستان مرند
ادامه دانشگاه تبريز,2557,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,10,-,2,8,
ادامه دانشگاه تبريز,2558,مهندسي كشاورزي -اب,,10,-,6,4,
ادامه دانشگاه تبريز,7207,شيمي,كاربردي,-,10,5,5,
ادامه دانشگاه تبريز,7208,علوم اقتصادي,اقتصادبازرگاني,10,-,5,5,
ادامه دانشگاه تبريز,7209,علوم اقتصادي,اقتصادنظري,10,-,5,5,
ادامه دانشگاه تبريز,7210,كتابداري واطلاع رساني,,15,-,9,6,
ادامه دانشگاه تبريز,7211,مديريت جهانگردي,,10,-,5,5,
ادامه دانشگاه تبريز,7212,مهندسي كشاورزي -اقتصادكشاورزي,,10,-,6,4,
دانشگاه تفرش,2559,مهندسي صنايع,,10,-,زن,مرد,
دانشگاه تفرش,2560,مهندسي عمران,,10,-,زن,مرد,
دانشگاه تفرش,2561,مهندسي عمران,نقشه برداري,10,-,زن,مرد,گرايش نقشه برداري
دانشگاه تفرش,2562,مهندسي مكانيك,,5,-,زن,مرد,
دانشگاه جهرم,2563,امار وكاربردها,,15,-,زن,مرد,
دانشگاه جهرم,2564,رياضيات وكاربردها,,40,-,زن,مرد,
دانشگاه جهرم,2565,فيزيك,,40,-,زن,مرد,
دانشگاه جهرم,2566,مهندسي فناوري اطلاعات,,40,-,زن,مرد,
دانشگاه جهرم,2567,مهندسي كامپيوتر,نرم افزار,15,-,زن,مرد,
دانشگاه جهرم,2568,مهندسي مكانيك,,15,-,زن,مرد,
دانشگاه جهرم,2569,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,10,-,زن,مرد,داراي خوابگاه خودگردان
دانشگاه جهرم,2570,مهندسي كشاورزي -اب,,15,-,زن,مرد,
دانشگاه جهرم,2571,كارداني علمي -كاربردي نرم افزاركامپيوتر,,-,45,زن,مرد,
دانشگاه جيرفت,2572,رياضيات وكاربردها,,-,60,30,30,
دانشگاه جيرفت,2573,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,-,60,30,30,
دانشگاه جيرفت,7213,مهندسي كشاورزي -اقتصادكشاورزي,,-,30,15,15,
دانشگاه حكيم سبزواري-  سبزوار,2574,امار وكاربردها,,20,-,10,10,
دانشگاه حكيم سبزواري-  سبزوار,2575,رياضيات وكاربردها,,45,-,25,20,
دانشگاه حكيم سبزواري-  سبزوار,2576,فيزيك,حالت جامد,-,20,زن,مرد,
دانشگاه حكيم سبزواري-  سبزوار,2577,فيزيك,هسته اي,20,-,زن,مرد,
دانشگاه حكيم سبزواري-  سبزوار,2578,مهندسي برق,الكترونيك,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2579,مهندسي برق,قدرت,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2580,مهندسي شيمي,,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2581,مهندسي عمران,,20,-,8,12,
دانشگاه حكيم سبزواري-  سبزوار,2582,مهندسي كامپيوتر,سخت افزار,20,-,10,10,
دانشگاه حكيم سبزواري-  سبزوار,2583,مهندسي معماري,,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2584,مهندسي مكانيك,,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2585,مهندسي مواد,متالوژي صنعتي,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2586,مهندسي نفت,بهره برداري ازمنابع نفت,20,-,9,11,
دانشگاه حكيم سبزواري-  سبزوار,2587,مكاترونيك,,20,-,10,10,
دانشگاه خليج فارس بوشهر,2588,امار وكاربردها,,15,-,7,8,
دانشگاه خليج فارس بوشهر,2589,رياضيات وكاربردها,,15,-,6,9,
دانشگاه خليج فارس بوشهر,2590,فيزيك,,15,-,5,10,
دانشگاه خليج فارس بوشهر,2591,مهندسي برق,مخابرات,15,-,5,10,
دانشگاه خليج فارس بوشهر,2592,مهندسي دريا,كشتي سازي,15,-,ـــ,مرد,
دانشگاه خليج فارس بوشهر,2593,مهندسي شيمي,,15,-,5,10,
دانشگاه خليج فارس بوشهر,2594,مهندسي صنايع,,15,-,ـــ,مرد,محل تحصيل دانشكده جم
دانشگاه خليج فارس بوشهر,2595,مهندسي عمران,,15,-,ـــ,مرد,
ادامه دانشگاه خليج فارس بوشهر,2596,مهندسي كامپيوتر,نرم افزار,15,-,زن,ـــ,
ادامه دانشگاه خليج فارس بوشهر,2597,مهندسي كامپيوتر,نرم افزار,15,-,ـــ,مرد,محل تحصيل دانشكده جم
ادامه دانشگاه خليج فارس بوشهر,2598,مهندسي معماري,,10,-,6,4,
ادامه دانشگاه خليج فارس بوشهر,2599,مهندسي مكانيك,,15,-,ـــ,مرد,
ادامه دانشگاه خليج فارس بوشهر,7214,حسابداري,,15,-,7,8,
ادامه دانشگاه خليج فارس بوشهر,7215,علوم اقتصادي,اقتصادبازرگاني,15,-,8,7,
ادامه دانشگاه خليج فارس بوشهر,7216,كتابداري واطلاع رساني,,15,-,زن,ـــ,
ادامه دانشگاه خليج فارس بوشهر,7217,مديريت بازرگاني,,15,-,7,8,
ادامه دانشگاه خليج فارس بوشهر,7218,مديريت صنعتي,,15,-,8,7,
دانشگاه دامغان,2600,رياضيات وكاربردها,,-,45,زن,مرد,
دانشگاه دامغان,2601,رياضيات وكاربردها,,60,-,زن,مرد,
دانشگاه دامغان,2602,فيزيك,"حالت جامد, هسته اي",-,45,زن,مرد,
دانشگاه دامغان,2603,مهندسي صنايع,,25,-,زن,مرد,
دانشگاه دامغان,2604,مهندسي كامپيوتر,نرم افزار,25,-,زن,مرد,
دانشگاه دامغان,7219,شيمي,كاربردي,15,-,زن,مرد,
دانشگاه رازي كرمانشاه,2605,امار وكاربردها,,40,-,20,20,
دانشگاه رازي كرمانشاه,2606,رياضيات وكاربردها,,44,-,22,22,
دانشگاه رازي كرمانشاه,7220,حسابداري,,40,-,20,20,
دانشگاه رازي كرمانشاه,7221,علوم اقتصادي,اقتصادنظري,40,-,20,20,
دانشگاه رازي كرمانشاه,7222,كتابداري واطلاع رساني,,30,-,15,15,
دانشگاه زابل,2607,امار وكاربردها,,25,-,زن,مرد,
دانشگاه زابل,2608,رياضيات وكاربردها,,25,-,زن,مرد,
دانشگاه زابل,2609,فيزيك,,25,-,زن,مرد,
دانشگاه زابل,2610,مهندسي برق,قدرت,25,-,زن,مرد,
دانشگاه زابل,2611,مهندسي شهرسازي,,25,-,زن,مرد,
دانشگاه زابل,2612,مهندسي عمران,,25,-,زن,مرد,
دانشگاه زابل,2613,مهندسي فناوري اطلاعات,,-,25,زن,مرد,
دانشگاه زابل,2614,مهندسي معماري,,25,-,زن,مرد,
دانشگاه زابل,2615,مهندسي مكانيك,,-,25,زن,مرد,
دانشگاه زابل,2616,كاردان فني عمران,نقشه برداري,25,-,زن,مرد,
دانشگاه زابل,2617,مهندسي كشاورزي -اب,,25,-,زن,مرد,
دانشگاه زابل,7223,شيمي,كاربردي,25,-,زن,مرد,
دانشگاه زابل,7224,كارداني كتابداري,,25,-,زن,مرد,
دانشگاه زابل,7225,مهندسي كشاورزي -اقتصادكشاورزي,,25,-,زن,مرد,
دانشگاه زنجان,2618,امار وكاربردها,,15,-,10,5,
دانشگاه زنجان,2619,رياضيات وكاربردها,,-,35,21,14,
دانشگاه زنجان,2620,فيزيك,حالت جامد,-,25,10,15,
دانشگاه زنجان,2621,مهندسي برق,"الكترونيك, قدرت, كنترل",-,60,20,40,
دانشگاه زنجان,2622,مهندسي شيمي,,-,50,20,30,
دانشگاه زنجان,2623,مهندسي عمران,,-,35,10,25,
دانشگاه زنجان,2624,مهندسي كامپيوتر,نرم افزار,-,25,12,13,
دانشگاه زنجان,2625,مهندسي معدن,,10,-,3,7,
دانشگاه زنجان,2626,مهندسي مكانيك,,-,20,زن,مرد,
دانشگاه زنجان,2627,مهندسي كشاورزي -اب,,-,25,10,15,
دانشگاه زنجان,7226,شيمي,كاربردي,-,10,6,4,
دانشگاه زنجان,7227,مديريت بازرگاني,,35,-,زن,مرد,
دانشگاه زنجان,7228,مديريت صنعتي,,40,-,زن,مرد,
دانشگاه زنجان,7229,كارداني حسابداري,,35,-,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2628,علوم كامپيوتر,,5,-,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2629,فيزيك,,5,-,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2630,مهندسي شهرسازي,,-,5,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2631,مهندسي فناوري اطلاعات,,5,-,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2632,كاردان فني برق,الكترونيك,5,-,زن,مرد,
دانشگاه سلمان فارسي- كازرون,2633,علوم مهندسي,,-,5,زن,مرد,
دانشگاه سمنان,2634,امار وكاربردها,,20,-,زن,مرد,
دانشگاه سمنان,2635,امار وكاربردها,,-,20,زن,مرد,
دانشگاه سمنان,2636,رياضيات وكاربردها,,50,-,زن,مرد,
دانشگاه سمنان,2637,علوم كامپيوتر,,-,30,زن,مرد,
دانشگاه سمنان,2638,فيزيك,اتمي,15,-,زن,مرد,
دانشگاه سمنان,2639,فيزيك,حالت جامد,15,-,زن,مرد,
دانشگاه سمنان,2640,فيزيك,هستهاي,-,15,زن,مرد,
دانشگاه سمنان,2641,مهندسي شيمي,,-,20,زن,مرد,
دانشگاه سمنان,2642,مهندسي صنايع,,15,-,زن,مرد,
دانشگاه سمنان,2643,مهندسي عمران,,-,33,زن,مرد,
دانشگاه سمنان,2644,مهندسي معماري,,5,-,زن,مرد,
دانشگاه سمنان,2645,مهندسي مكانيك,,-,60,زن,مرد,
دانشگاه سمنان,2646,مهندسي مواد,متالوژي استخراجي,15,-,زن,مرد,
ادامه دانشگاه سمنان,2647,مهندسي مواد,متالوژي صنعتي,-,30,زن,مرد,
ادامه دانشگاه سمنان,7230,حسابداري,,-,40,زن,مرد,
ادامه دانشگاه سمنان,7232,شيمي,كاربردي,-,35,زن,مرد,
ادامه دانشگاه سمنان,7233,علوم اقتصادي,اقتصادنظري,15,-,زن,مرد,
ادامه دانشگاه سمنان,7234,كتابداري واطلاع رساني,فني مهندسي,15,-,زن,مرد,محل تحصيل دانشكده روان شناسي و علوم تربيتي مهدي شهر
ادامه دانشگاه سمنان,7235,مديريت بازرگاني,,-,35,زن,مرد,
ادامه دانشگاه سمنان,7236,مديريت جهانگردي,,-,45,زن,مرد,
ادامه دانشگاه سمنان,7237,مديريت دولتي,,-,40,زن,مرد,
ادامه دانشگاه سمنان,7238,مديريت صنعتي,,-,40,زن,مرد,
ادامه دانشگاه سمنان,7239,مديريت كسب وكارهاي كوچك,,-,35,زن,مرد,
دانشگاه سيدجمال الدين اسدآبادي-  اسدآباد همدان,2648,مهندسي عمران,نقشه برداري,-,10,زن,مرد,
دانشگاه سيدجمال الدين اسدآبادي-  اسدآباد همدان,2649,مهندسي كامپيوتر,نرم افزار,15,-,زن,مرد,
دانشگاه سيدجمال الدين اسدآبادي-  اسدآباد همدان,7240,مهندسي كشاورزي -اقتصادكشاورزي,,15,-,زن,مرد,
دانشگاه شاهرود,2650,رياضيات وكاربردها,,30,-,زن,مرد,
دانشگاه شاهرود,2651,فيزيك,,25,-,زن,مرد,
دانشگاه شاهرود,2652,مهندسي برق,"الكترونيك, قدرت, كنترل, مخابرات",45,-,زن,مرد,
دانشگاه شاهرود,2653,مهندسي رباتيك,,15,-,زن,مرد,
دانشگاه شاهرود,2654,مهندسي عمران,,30,-,زن,مرد,
دانشگاه شاهرود,2655,مهندسي فناوري اطلاعات,,15,-,زن,مرد,
دانشگاه شاهرود,2656,مهندسي كامپيوتر,نرم افزار,15,-,زن,مرد,
دانشگاه شاهرود,2657,مهندسي معدن,استخراج معدن,10,-,3,7,
دانشگاه شاهرود,2658,مهندسي معدن,اكتشاف معدن,10,-,3,7,
دانشگاه شاهرود,2659,مهندسي معماري,,10,-,زن,مرد,
دانشگاه شاهرود,2660,مهندسي مكانيك,,35,-,زن,مرد,
دانشگاه شاهرود,2661,مهندسي كشاورزي -اب,,20,-,زن,مرد,محل تحصيل پرديس كشاورزي بسطام واقع در 7 كيلومتري شاهرود
دانشگاه شاهرود,2662,مكاترونيك,,20,-,زن,مرد,
دانشگاه شاهرود,7241,حسابداري,,50,-,زن,مرد,
دانشگاه شاهرود,7242,مديريت صنعتي,,50,-,زن,مرد,
دانشگاه شهركرد,2663,رياضيات وكاربردها,,4,-,زن,مرد,
دانشگاه شهركرد,2664,علوم كامپيوتر,,4,-,زن,مرد,
دانشگاه شهركرد,2665,فيزيك,,4,-,زن,مرد,
دانشگاه شهركرد,2666,مهندسي برق,الكترونيك,4,-,زن,مرد,
دانشگاه شهركرد,2667,مهندسي برق,قدرت,4,-,زن,مرد,
دانشگاه شهركرد,2668,مهندسي عمران,,4,-,زن,مرد,
دانشگاه شهركرد,2669,مهندسي مكانيك,,6,-,زن,مرد,
دانشگاه شهركرد,2670,مهندسي مواد,سراميك,4,-,زن,مرد,
دانشگاه شهركرد,2671,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,4,-,زن,مرد,
دانشگاه شهركرد,2672,مهندسي كشاورزي -اب,,3,-,زن,مرد,
دانشگاه شهيدباهنركرمان,2673,امار وكاربردها,,18,-,8,10,
دانشگاه شهيدباهنركرمان,2674,رياضيات وكاربردها,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2675,علوم كامپيوتر,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2676,فيزيك,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2677,مهندسي اپتيك وليزر,,10,-,5,5,
دانشگاه شهيدباهنركرمان,2678,مهندسي برق,قدرت,10,-,5,5,
دانشگاه شهيدباهنركرمان,2679,مهندسي شيمي,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2680,مهندسي صنايع,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2681,مهندسي عمران,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2682,مهندسي كامپيوتر,سخت افزار,20,-,10,10,
دانشگاه شهيدباهنركرمان,2683,مهندسي كامپيوتر,نرم افزار,20,-,10,10,
دانشگاه شهيدباهنركرمان,2684,مهندسي معدن,,40,-,ـــ,مرد,محل تحصيل دانشكده زرند-پذيرش از داوطلبان بومي
دانشگاه شهيدباهنركرمان,2685,مهندسي معماري,,20,-,10,10,
دانشگاه شهيدباهنركرمان,2686,مهندسي مكانيك,,20,-,زن,مرد,
دانشگاه شهيدباهنركرمان,2687,مهندسي مواد,متالوژي استخراجي,20,-,10,10,
دانشگاه شهيدباهنركرمان,2688,مهندسي مواد,متالوژي صنعتي,20,-,10,10,
دانشگاه شهيدباهنركرمان,2689,مهندسي كشاورزي -مكانيك ماشينهاي كشاورزي,,15,-,ـــ,مرد,
